,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
2244,1.0,True,1017.0,2.0,17.0,False,0.0,0.0,0.0,0.0,0.0,Alatik Disheract,True
2245,1.0,False,1017.0,0.0,36.0,False,828.0,5553.0,130.0,47.0,1171.0,Girtan Oilpuring,True
2246,,True,1017.0,2.0,44.0,False,0.0,0.0,0.0,0.0,0.0,Dira Disheract,True
2247,2.0,True,3797.0,2.0,18.0,False,0.0,0.0,0.0,0.0,0.0,Cornys Pie,True
2248,0.0,False,3835.0,0.0,22.0,False,292.0,395.0,0.0,0.0,3.0,Briam Pottonalden,False
2249,0.0,True,5646.0,2.0,22.0,False,0.0,0.0,0.0,0.0,0.0,Eulahy Pottonalden,True
2250,0.0,True,5648.0,2.0,43.0,False,0.0,0.0,,0.0,0.0,Dia Beckeetter,True
2251,0.0,False,3837.0,2.0,29.0,False,19.0,2115.0,17.0,,0.0,Brinez Howenters,True
2252,0.0,True,5650.0,2.0,24.0,False,0.0,0.0,0.0,0.0,0.0,Rone Bertsontry,True
2253,0.0,True,5647.0,1.0,18.0,False,0.0,0.0,0.0,0.0,0.0,Tyrona Barnoldeney,True
2254,1.0,False,6556.0,2.0,42.0,False,0.0,1829.0,2.0,3133.0,2447.0,Mergak Headfair,False
2255,0.0,False,5649.0,2.0,43.0,False,9.0,0.0,1079.0,0.0,729.0,Lesley Nolds,False
2256,0.0,False,5651.0,2.0,32.0,False,11.0,31.0,0.0,836.0,9.0,Shanya Mcgowaymond,False
2257,0.0,True,5653.0,2.0,15.0,False,0.0,0.0,0.0,0.0,0.0,Eriney Mclainez,True
2258,2.0,False,1476.0,2.0,22.0,,0.0,0.0,0.0,0.0,0.0,Comats Sepie,True
2259,0.0,True,5654.0,2.0,20.0,False,0.0,0.0,0.0,0.0,0.0,Bonya Boltond,False
2260,0.0,False,5652.0,2.0,34.0,False,34.0,223.0,1559.0,0.0,0.0,Hanna Fishopper,True
2261,2.0,True,3799.0,2.0,70.0,False,0.0,0.0,0.0,0.0,0.0,Colatz Gine,True
2262,2.0,True,3799.0,2.0,18.0,False,0.0,0.0,0.0,0.0,0.0,Kies Gine,True
2263,1.0,True,591.0,2.0,26.0,False,0.0,0.0,0.0,0.0,0.0,Marfak Geneltic,True
2264,0.0,False,3839.0,2.0,17.0,False,112.0,56.0,332.0,0.0,606.0,Idace Vinozarks,False
2265,0.0,False,3840.0,2.0,13.0,False,0.0,2.0,0.0,566.0,208.0,Candy Josesh,False
2266,0.0,False,3842.0,2.0,19.0,False,0.0,0.0,79.0,,0.0,Cellex Anthompson,False
2267,1.0,True,1013.0,2.0,32.0,False,0.0,0.0,0.0,,0.0,Keidus Ametic,True
2268,0.0,False,3801.0,2.0,33.0,False,4.0,0.0,28.0,0.0,2757.0,Lynnee Bonder,False
2269,0.0,False,3848.0,2.0,21.0,False,759.0,0.0,0.0,,40.0,Gileen Figuez,False
2270,2.0,True,3849.0,2.0,23.0,False,0.0,0.0,0.0,0.0,0.0,Totse Stake,True
2271,0.0,False,3850.0,2.0,24.0,False,227.0,537.0,13.0,0.0,0.0,Ninald Bardinard,True
2272,0.0,False,3803.0,0.0,17.0,False,0.0,11.0,493.0,0.0,372.0,Tamin Bowenasey,False
2273,2.0,True,3852.0,2.0,34.0,,0.0,0.0,0.0,0.0,0.0,Beals Perie,True
2274,,False,1363.0,2.0,31.0,False,1458.0,421.0,76.0,0.0,0.0,,False
2275,0.0,False,3854.0,0.0,43.0,False,6.0,236.0,3.0,448.0,54.0,Benew Pentss,False
2276,0.0,False,1512.0,,43.0,False,602.0,3.0,27.0,89.0,69.0,Sanney Lerez,False
2277,0.0,False,3855.0,2.0,33.0,False,0.0,0.0,661.0,0.0,94.0,Lestie Hoppernardy,True
2278,2.0,True,3856.0,2.0,28.0,False,0.0,0.0,0.0,0.0,0.0,Hon Nacke,True
2279,2.0,True,1477.0,2.0,27.0,False,0.0,0.0,0.0,0.0,0.0,Tark Nacke,False
2280,2.0,True,3856.0,2.0,7.0,False,0.0,0.0,0.0,0.0,0.0,Moss Nacke,True
2281,,True,5655.0,1.0,16.0,False,0.0,0.0,0.0,0.0,0.0,Valey Currisones,False
2282,0.0,False,3808.0,0.0,42.0,False,526.0,2.0,28.0,161.0,,Lorey Wiggs,False
2283,2.0,True,1479.0,2.0,27.0,False,0.0,0.0,0.0,0.0,0.0,Ter Teake,True
2284,0.0,False,3859.0,2.0,19.0,False,0.0,0.0,0.0,157.0,644.0,Jeandy Monroellynn,False
2285,2.0,False,3809.0,2.0,42.0,False,554.0,0.0,1168.0,0.0,275.0,Naish Muste,False
2286,0.0,True,5659.0,1.0,13.0,False,0.0,0.0,0.0,0.0,0.0,Dorey Jarvey,False
2287,0.0,True,5661.0,2.0,16.0,False,0.0,0.0,0.0,0.0,0.0,Brada Raney,True
2288,0.0,False,3861.0,2.0,21.0,False,31.0,93.0,578.0,0.0,0.0,Rald Mcphernard,True
2289,0.0,True,5663.0,1.0,28.0,False,0.0,0.0,0.0,0.0,0.0,Man Solon,True
2290,,True,5656.0,2.0,69.0,False,0.0,0.0,0.0,0.0,0.0,Idary Leeves,False
2291,0.0,True,5657.0,1.0,15.0,,0.0,0.0,0.0,0.0,0.0,Yolana Flowensley,False
2292,0.0,False,1514.0,2.0,48.0,False,58.0,0.0,12.0,,0.0,Leondy Johnshines,False
2293,0.0,False,3811.0,2.0,42.0,False,,1.0,61.0,897.0,0.0,Carley Harmond,False
2294,2.0,False,1384.0,2.0,42.0,False,999.0,0.0,49.0,0.0,11.0,Grake Datty,False
2295,0.0,False,5658.0,2.0,23.0,False,139.0,0.0,0.0,567.0,0.0,Mollen Bookst,False
2296,0.0,False,5658.0,2.0,26.0,False,0.0,,0.0,543.0,,Nance Bookst,False
2297,0.0,False,5664.0,2.0,45.0,False,0.0,0.0,450.0,94.0,364.0,Brance Johnsby,False
2298,0.0,False,1516.0,2.0,30.0,False,756.0,4.0,30.0,0.0,0.0,Elara Patrichane,False
2299,2.0,True,3814.0,2.0,36.0,False,0.0,0.0,,0.0,0.0,Blesh Che,True
2300,1.0,False,1014.0,2.0,,False,0.0,27.0,0.0,3573.0,3643.0,Golaron Folhal,False
2301,0.0,False,3863.0,2.0,35.0,,0.0,0.0,1.0,0.0,1264.0,Luise Arner,False
2302,1.0,True,1016.0,2.0,21.0,False,0.0,,0.0,0.0,0.0,Nunkib Suptibler,True
2303,1.0,True,1016.0,0.0,50.0,False,0.0,0.0,0.0,0.0,0.0,Hasich Suptibler,True
2304,0.0,True,5666.0,2.0,52.0,False,0.0,0.0,0.0,0.0,0.0,Analdy Bardina,False
2305,0.0,True,,1.0,21.0,False,0.0,0.0,0.0,0.0,0.0,Joela Gordanieves,False
2306,0.0,False,3815.0,0.0,41.0,False,682.0,0.0,0.0,0.0,17.0,Allara Llovers,False
2307,0.0,False,3817.0,0.0,35.0,False,2594.0,195.0,0.0,0.0,0.0,Eulah Crayeson,False
2308,0.0,False,3864.0,2.0,26.0,False,552.0,192.0,30.0,0.0,1.0,Marily Lopelases,False
2309,0.0,False,3864.0,2.0,17.0,False,584.0,738.0,54.0,0.0,621.0,Alber Lopelases,False
2310,2.0,False,1385.0,2.0,69.0,False,4483.0,0.0,525.0,0.0,500.0,Meal Wate,False
2311,1.0,True,558.0,2.0,27.0,False,0.0,0.0,0.0,0.0,0.0,Alraida Purellliss,True
2312,0.0,False,5662.0,1.0,25.0,False,2.0,2762.0,552.0,0.0,1391.0,Eila Haydenzier,False
2313,2.0,True,3819.0,2.0,27.0,False,0.0,0.0,0.0,0.0,0.0,Pebuts Burry,True
2314,0.0,False,3821.0,2.0,25.0,False,64.0,0.0,0.0,660.0,0.0,Ireen Goody,False
2315,0.0,False,,0.0,36.0,False,0.0,0.0,0.0,33.0,619.0,Glasey Foledges,False
2316,0.0,False,1520.0,2.0,14.0,False,148.0,0.0,34.0,808.0,0.0,Dorice Kellson,False
2317,1.0,True,1020.0,0.0,27.0,False,0.0,0.0,0.0,0.0,0.0,Minus Valindle,True
2318,0.0,False,5665.0,2.0,22.0,False,272.0,44.0,0.0,1064.0,418.0,Curtle Hoppernardy,False
2319,0.0,False,5667.0,2.0,24.0,False,873.0,12.0,1.0,0.0,3.0,Karlie Beckerson,False
2320,2.0,False,3868.0,2.0,,False,311.0,0.0,745.0,232.0,0.0,Froops Shrie,False
2321,2.0,False,3868.0,2.0,4.0,False,0.0,0.0,0.0,0.0,0.0,Eet Shrie,True
2322,,False,1480.0,2.0,19.0,False,0.0,13.0,291.0,481.0,2.0,Dia Mckinn,False
2323,0.0,False,1480.0,2.0,19.0,False,0.0,5.0,4.0,541.0,238.0,Hilley Mckinn,False
2324,,False,21.0,0.0,38.0,False,0.0,2506.0,46.0,11001.0,5.0,Caphirk Apenelexy,False
2325,1.0,True,21.0,0.0,39.0,False,0.0,0.0,0.0,0.0,0.0,Mariton Apenelexy,True
2326,1.0,False,21.0,0.0,23.0,False,36.0,2467.0,0.0,381.0,803.0,Alchird Apenelexy,False
2327,1.0,True,1387.0,0.0,57.0,False,0.0,,0.0,0.0,0.0,Preonon Switud,True
2328,1.0,True,1387.0,2.0,18.0,False,0.0,0.0,0.0,0.0,0.0,Phacton Switud,True
2329,0.0,False,3824.0,2.0,43.0,False,0.0,9.0,1145.0,0.0,0.0,Wen Georgasey,False
2330,2.0,False,3870.0,2.0,28.0,False,34.0,0.0,1342.0,91.0,0.0,Dicks Cusa,True
2331,1.0,False,1025.0,0.0,33.0,False,0.0,8759.0,0.0,2788.0,4513.0,Sabiton Parymider,False
2332,1.0,True,1025.0,0.0,37.0,False,0.0,0.0,0.0,0.0,0.0,Winork Parymider,True
2333,0.0,False,,2.0,28.0,False,0.0,55.0,0.0,656.0,0.0,Loree Mathison,False
2334,1.0,False,593.0,0.0,28.0,True,2.0,2144.0,0.0,435.0,5872.0,Zauri Forous,False
2335,1.0,True,593.0,0.0,18.0,False,0.0,0.0,0.0,0.0,0.0,Keidus Forous,True
2336,0.0,False,5669.0,0.0,29.0,False,75.0,17.0,0.0,211.0,506.0,Enryn Romason,False
2337,1.0,True,1018.0,2.0,29.0,False,0.0,0.0,0.0,0.0,0.0,Minon Fouseding,True
2338,1.0,True,1018.0,0.0,28.0,False,0.0,0.0,0.0,0.0,0.0,Alsafik Fouseding,True
2339,0.0,False,3826.0,2.0,24.0,False,172.0,775.0,344.0,0.0,0.0,Lyde Whitez,True
2340,1.0,False,1019.0,2.0,59.0,False,0.0,5407.0,0.0,285.0,1135.0,Arrai Crantiale,False
2341,2.0,True,1482.0,2.0,43.0,,0.0,0.0,0.0,0.0,0.0,Stey Cry,False
2342,2.0,True,3874.0,2.0,20.0,,0.0,0.0,0.0,0.0,0.0,Guits Crité,True
2343,1.0,True,559.0,0.0,23.0,False,0.0,0.0,,0.0,0.0,Minopus Oilpfulle,True
2344,1.0,True,1366.0,0.0,27.0,False,0.0,0.0,0.0,,0.0,Ashir Witeronfus,True
2345,1.0,True,561.0,0.0,38.0,False,0.0,0.0,0.0,0.0,0.0,Chelik Fatted,True
2346,0.0,True,5668.0,1.0,38.0,,0.0,0.0,0.0,0.0,0.0,Dianie Brownings,True
2347,2.0,False,3828.0,2.0,48.0,False,639.0,412.0,110.0,0.0,0.0,Smonch Bau,True
2348,2.0,False,3830.0,2.0,25.0,False,1734.0,1.0,189.0,1.0,0.0,Sil Start,False
2349,0.0,True,5670.0,1.0,25.0,False,0.0,0.0,0.0,0.0,0.0,Derry Danielps,True
2350,2.0,False,3831.0,2.0,24.0,False,737.0,37.0,1682.0,0.0,0.0,Gorn Traie,False
2351,2.0,True,3831.0,2.0,69.0,False,0.0,0.0,0.0,0.0,0.0,Goldch Traie,True
2352,1.0,False,563.0,0.0,20.0,False,0.0,646.0,0.0,,1425.0,Dhena Sorbitter,False
2353,1.0,True,563.0,0.0,18.0,False,0.0,0.0,0.0,0.0,0.0,Mahamak Sorbitter,True
2354,0.0,True,5673.0,2.0,28.0,False,0.0,0.0,0.0,0.0,0.0,Glene Bakerson,False
2355,0.0,False,1484.0,1.0,23.0,False,0.0,9.0,292.0,35.0,349.0,Dwin Meltoney,True
2356,2.0,False,1521.0,2.0,24.0,False,345.0,0.0,451.0,0.0,582.0,Weers Chort,False
2357,1.0,False,565.0,,44.0,False,0.0,1482.0,127.0,1555.0,1257.0,Benebah Frintful,False
2358,2.0,False,1485.0,2.0,29.0,False,834.0,0.0,28.0,117.0,41.0,Quid Dutte,False
2359,1.0,False,595.0,0.0,6.0,False,0.0,0.0,0.0,0.0,0.0,Majoth Sernator,True
2360,1.0,False,595.0,2.0,42.0,False,41.0,1912.0,0.0,1899.0,43.0,Alinon Sernator,False
2361,0.0,True,5675.0,0.0,78.0,False,0.0,0.0,0.0,0.0,0.0,Joycey Hoppernardy,False
2362,0.0,False,3834.0,2.0,36.0,False,548.0,179.0,24.0,0.0,77.0,Etha Shawatson,False
2363,1.0,False,,0.0,37.0,False,0.0,100.0,0.0,1402.0,1462.0,Alatrix Sometery,False
2364,1.0,False,25.0,0.0,41.0,False,0.0,12809.0,2.0,2835.0,1514.0,Coxak Sometery,True
2365,0.0,False,5671.0,2.0,18.0,False,852.0,48.0,0.0,7.0,0.0,Emmax Vincenton,False
2366,2.0,False,3877.0,2.0,62.0,False,1663.0,0.0,23.0,2.0,12.0,Wafox Prin,False
2367,2.0,False,3877.0,2.0,0.0,False,0.0,0.0,0.0,0.0,0.0,Rios Prin,True
2368,2.0,False,3877.0,2.0,55.0,False,1281.0,0.0,7.0,1.0,0.0,Oafron Prin,False
2369,0.0,True,5676.0,2.0,16.0,False,0.0,0.0,0.0,0.0,0.0,Eliana Larlowelley,True
2370,0.0,False,3879.0,2.0,32.0,False,238.0,156.0,3.0,2.0,324.0,Marlly Gamberson,False
2371,0.0,False,3836.0,2.0,19.0,False,0.0,1124.0,4.0,0.0,0.0,Arlen Vincenton,True
2372,0.0,False,5672.0,0.0,7.0,False,0.0,0.0,0.0,0.0,,Dorice Vincenton,True
2373,0.0,False,5672.0,0.0,4.0,False,0.0,0.0,0.0,0.0,0.0,Teryla Vincenton,True
2374,1.0,True,1388.0,2.0,30.0,False,0.0,0.0,0.0,0.0,0.0,Grafik Obnoftle,True
2375,1.0,True,566.0,0.0,24.0,False,0.0,0.0,0.0,0.0,0.0,Branasl Glisormal,True
2376,1.0,True,566.0,2.0,34.0,False,0.0,0.0,0.0,0.0,0.0,Aldera Glisormal,True
2377,1.0,True,1026.0,2.0,30.0,False,0.0,0.0,0.0,0.0,0.0,Nusoton Flesping,True
2378,2.0,False,3881.0,2.0,3.0,False,0.0,0.0,0.0,0.0,0.0,Chios Katte,True
2379,2.0,,3881.0,2.0,32.0,False,0.0,0.0,0.0,0.0,0.0,Sups Katte,True
2380,2.0,False,3881.0,2.0,55.0,False,403.0,0.0,922.0,0.0,0.0,Wor Katte,True
2381,2.0,True,3881.0,2.0,0.0,False,0.0,0.0,0.0,0.0,0.0,Barave Katte,True
2382,1.0,False,,2.0,51.0,False,0.0,1949.0,0.0,2549.0,39.0,Castab Clarty,False
2383,0.0,True,5677.0,1.0,0.0,False,0.0,0.0,0.0,0.0,0.0,Pennie Loway,True
2384,0.0,False,5677.0,2.0,21.0,False,882.0,0.0,0.0,,0.0,Herina Loway,False
2385,0.0,False,5677.0,2.0,2.0,False,0.0,0.0,0.0,0.0,0.0,Ireene Loway,False
2386,0.0,False,1523.0,2.0,19.0,False,194.0,44.0,0.0,549.0,1.0,Jerek Casonston,False
2387,2.0,True,3883.0,2.0,24.0,False,0.0,0.0,0.0,0.0,0.0,Con Brele,True
2388,2.0,False,3883.0,2.0,20.0,False,2502.0,0.0,96.0,0.0,0.0,Snoles Brele,False
2389,1.0,False,1525.0,2.0,42.0,False,2.0,3024.0,0.0,89.0,10.0,Acceleb Unrent,True
2390,2.0,True,3884.0,2.0,17.0,False,0.0,0.0,0.0,0.0,0.0,Miloss Lepie,True
2391,2.0,False,1487.0,2.0,32.0,False,598.0,0.0,138.0,0.0,624.0,Koops Lepie,False
2392,0.0,False,5680.0,2.0,28.0,False,145.0,8.0,557.0,0.0,74.0,Janee Lamberguson,True
2393,1.0,True,1027.0,0.0,21.0,False,0.0,0.0,0.0,0.0,0.0,Sheratz Suptibler,True
2394,1.0,True,1027.0,0.0,56.0,True,0.0,0.0,0.0,0.0,0.0,Spuri Suptibler,True
2395,1.0,True,1023.0,0.0,28.0,False,0.0,0.0,0.0,0.0,0.0,Luxinon Supriouse,True
2396,0.0,False,3838.0,2.0,42.0,False,10.0,303.0,12.0,0.0,478.0,Berta Sweeton,False
2397,0.0,False,3841.0,2.0,18.0,False,1153.0,0.0,0.0,1409.0,195.0,Made Nasquez,False
2398,0.0,False,5678.0,2.0,24.0,False,19.0,676.0,0.0,26.0,0.0,Gretty Pentss,False
2399,0.0,False,1489.0,2.0,20.0,False,496.0,20.0,16.0,0.0,254.0,Eulah Conney,False
2400,0.0,False,3890.0,2.0,22.0,False,26.0,0.0,0.0,0.0,733.0,Ianya Conney,False
2401,0.0,False,5681.0,2.0,22.0,False,98.0,0.0,46.0,641.0,0.0,Kayd Chardsons,False
2402,0.0,,5683.0,1.0,21.0,False,0.0,0.0,,0.0,0.0,Lilace Woodwardy,False
2403,0.0,False,5684.0,2.0,28.0,False,4.0,166.0,743.0,0.0,0.0,Lardy Cardner,True
2404,1.0,True,1024.0,2.0,26.0,False,0.0,0.0,0.0,0.0,0.0,Alasmon Meteet,True
2405,1.0,True,1024.0,0.0,50.0,False,0.0,0.0,0.0,0.0,0.0,Alphact Meteet,True
2406,1.0,False,1024.0,2.0,26.0,False,0.0,8150.0,0.0,3508.0,99.0,,False
2407,1.0,False,1024.0,2.0,30.0,True,0.0,632.0,0.0,673.0,2272.0,Weias Meteet,False
2408,1.0,True,1024.0,2.0,29.0,False,0.0,0.0,0.0,0.0,0.0,Duhra Meteet,True
2409,0.0,False,5688.0,2.0,8.0,False,0.0,0.0,0.0,0.0,0.0,Jeane River,False
2410,0.0,False,5688.0,2.0,45.0,False,406.0,148.0,285.0,0.0,0.0,Benew River,False
2411,0.0,True,5688.0,1.0,35.0,False,0.0,0.0,0.0,0.0,0.0,Judya River,True
2412,0.0,False,3843.0,1.0,18.0,False,9.0,419.0,0.0,201.0,7.0,Adammy Coolerson,False
2413,0.0,False,5679.0,2.0,23.0,False,0.0,121.0,0.0,568.0,128.0,Breney Coolerson,False
2414,2.0,False,1368.0,2.0,29.0,True,803.0,0.0,0.0,58.0,0.0,Conk Flé,False
2415,2.0,False,1368.0,2.0,18.0,False,1102.0,9.0,2628.0,0.0,0.0,Cindee Flé,False
2416,0.0,False,5690.0,2.0,28.0,False,804.0,2.0,13.0,0.0,62.0,Terta Villenson,False
2417,1.0,True,596.0,2.0,34.0,False,0.0,0.0,0.0,0.0,0.0,Neutrix Cisorter,True
2418,2.0,False,3892.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,Lies Cakie,True
2419,2.0,,3892.0,2.0,4.0,False,0.0,0.0,0.0,0.0,0.0,Ban Cakie,True
2420,2.0,False,1370.0,2.0,28.0,False,938.0,61.0,0.0,53.0,4.0,Res Fle,False
2421,2.0,False,3892.0,2.0,8.0,False,0.0,0.0,0.0,0.0,0.0,Treynx Fle,True
2422,2.0,False,1372.0,2.0,20.0,False,59.0,0.0,1646.0,1657.0,0.0,Pon Stpie,False
2423,2.0,True,3894.0,2.0,20.0,False,0.0,0.0,0.0,0.0,0.0,Carde Kniva,True
2424,2.0,True,3847.0,2.0,25.0,False,0.0,0.0,0.0,0.0,0.0,Want Jamai,True
2425,,False,3847.0,0.0,31.0,False,995.0,7.0,1213.0,0.0,687.0,Pikes Jamai,False
2426,2.0,False,3895.0,2.0,37.0,False,27.0,0.0,1131.0,0.0,1318.0,Babix Scake,False
2427,0.0,True,,2.0,21.0,False,0.0,0.0,0.0,0.0,0.0,Hery Bardinard,False
2428,2.0,True,3897.0,2.0,24.0,False,0.0,0.0,0.0,0.0,0.0,Ries Jamai,True
2429,2.0,True,1492.0,2.0,34.0,False,0.0,0.0,0.0,0.0,0.0,Oakes Seche,False
2430,2.0,False,1492.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,Aptal Chnik,True
2431,2.0,True,1492.0,2.0,25.0,False,0.0,0.0,0.0,0.0,0.0,Unch Seche,False
2432,2.0,True,1390.0,0.0,43.0,False,0.0,0.0,0.0,0.0,0.0,Vere Cone,True
2433,0.0,False,3899.0,2.0,,False,900.0,0.0,0.0,0.0,1.0,Garion Dawsoncis,False
2434,0.0,False,3899.0,2.0,45.0,False,10.0,16.0,801.0,73.0,,Claura Dawsoncis,False
2435,1.0,True,597.0,2.0,63.0,False,0.0,0.0,0.0,0.0,0.0,Homamin Brakepined,True
2436,1.0,True,597.0,2.0,17.0,False,0.0,0.0,0.0,0.0,0.0,Zedark Brakepined,True
2437,1.0,False,597.0,0.0,35.0,False,0.0,1471.0,2.0,445.0,533.0,Hekaron Brakepined,True
2438,1.0,False,597.0,2.0,12.0,False,0.0,0.0,0.0,0.0,0.0,Ainoxa Plattering,True
2439,0.0,True,5682.0,1.0,,False,0.0,0.0,0.0,0.0,0.0,Vana Hopez,True
2440,0.0,,3906.0,2.0,17.0,False,0.0,604.0,0.0,0.0,218.0,Gracia Gallard,False
2441,0.0,False,5694.0,1.0,32.0,False,59.0,0.0,469.0,0.0,0.0,Yolas Peckerson,False
2442,,True,1494.0,2.0,23.0,False,0.0,0.0,0.0,0.0,0.0,Rassias Freednal,True
2443,0.0,False,3851.0,0.0,17.0,False,2000.0,0.0,0.0,0.0,0.0,Elaney Chanan,False
2444,0.0,False,3853.0,0.0,34.0,False,492.0,0.0,13.0,55.0,0.0,Tera Coley,False
2445,0.0,False,3907.0,2.0,15.0,False,0.0,0.0,875.0,3.0,,Annard Armstromez,False
2446,0.0,True,5696.0,2.0,14.0,False,0.0,0.0,0.0,0.0,0.0,Paulie Stanleyd,True
2447,0.0,False,1498.0,2.0,22.0,False,0.0,1.0,271.0,0.0,1348.0,Karlie Stanleyd,False
2448,0.0,False,3908.0,2.0,19.0,False,232.0,0.0,479.0,0.0,5.0,Tarah Barks,False
2449,0.0,False,3909.0,1.0,40.0,,0.0,228.0,5.0,454.0,1.0,Idave Kerristicey,False
2450,1.0,True,27.0,0.0,25.0,False,0.0,0.0,0.0,0.0,0.0,Graviph Amoutake,True
2451,1.0,False,27.0,0.0,51.0,False,0.0,6.0,0.0,2085.0,67.0,Sadlam Amoutake,False
2452,0.0,False,5698.0,2.0,22.0,False,91.0,6.0,0.0,17.0,693.0,Sethew Lardsonald,False
2453,2.0,True,3911.0,0.0,50.0,False,0.0,0.0,0.0,0.0,0.0,Sealfs Queke,True
2454,0.0,False,5699.0,0.0,26.0,False,0.0,0.0,0.0,0.0,,Herina Popez,False
2455,2.0,True,3857.0,2.0,39.0,False,0.0,0.0,0.0,0.0,,Apies Pine,True
2456,2.0,False,1374.0,2.0,18.0,False,1867.0,0.0,29.0,72.0,,Oafron Babre,True
2457,0.0,False,5685.0,2.0,22.0,False,,0.0,137.0,671.0,,Idave Owerson,False
2458,0.0,False,1529.0,2.0,26.0,False,0.0,29.0,0.0,759.0,0.0,Gerry Mondsey,False
2459,0.0,False,3860.0,2.0,19.0,False,0.0,0.0,0.0,0.0,1051.0,Helean Wagnerray,False
2460,0.0,True,5689.0,1.0,16.0,False,0.0,0.0,0.0,0.0,0.0,Kendre Merkins,False
2461,,False,5703.0,2.0,24.0,False,0.0,0.0,17.0,0.0,793.0,Violan Popez,False
2462,0.0,False,3862.0,1.0,34.0,False,122.0,0.0,6.0,739.0,0.0,Terta Chasey,False
2463,1.0,False,1029.0,2.0,55.0,False,0.0,815.0,1558.0,3.0,1334.0,Alrais Fordulgaug,True
2464,1.0,False,1029.0,2.0,42.0,False,3.0,2174.0,0.0,10860.0,2564.0,Tach Improus,False
2465,1.0,True,1029.0,2.0,14.0,False,0.0,0.0,0.0,0.0,0.0,Mariton Improus,True
2466,1.0,False,1029.0,0.0,28.0,False,0.0,3053.0,0.0,839.0,2153.0,Meratz Improus,True
2467,1.0,True,1029.0,0.0,26.0,False,0.0,0.0,0.0,0.0,0.0,Mesonon Improus,True
2468,1.0,False,569.0,0.0,33.0,False,0.0,286.0,1795.0,712.0,7041.0,Hallah Roureed,False
2469,0.0,False,3914.0,2.0,24.0,False,0.0,0.0,0.0,636.0,68.0,Janney Johnsby,False
2470,0.0,False,5691.0,2.0,23.0,False,490.0,313.0,0.0,6.0,0.0,Allena Sullones,False
2471,2.0,False,1376.0,2.0,16.0,False,46.0,0.0,1994.0,0.0,677.0,Swoass Giba,False
2472,0.0,True,5704.0,2.0,36.0,False,0.0,0.0,0.0,0.0,0.0,Artis Casonston,False
2473,1.0,True,153.0,0.0,44.0,False,0.0,0.0,0.0,0.0,0.0,Sarid Geakerat,True
2474,0.0,False,3865.0,2.0,22.0,False,0.0,0.0,670.0,0.0,32.0,Wally Davispinoz,True
2475,0.0,True,5692.0,2.0,30.0,False,0.0,0.0,0.0,0.0,0.0,Benny Ballocks,False
2476,0.0,False,3866.0,2.0,20.0,False,0.0,27.0,1.0,686.0,1.0,Ricard Gainney,False
2477,0.0,False,3916.0,2.0,21.0,,366.0,1136.0,795.0,132.0,0.0,Craine Gentledges,False
2478,2.0,False,1531.0,2.0,14.0,False,,0.0,0.0,0.0,0.0,Luse Gelie,True
2479,0.0,False,3918.0,2.0,27.0,False,0.0,0.0,,2.0,1215.0,Chael Avidson,False
2480,0.0,False,3867.0,2.0,19.0,False,1.0,4.0,0.0,750.0,3.0,Leene Vandan,False
2481,0.0,True,5693.0,2.0,21.0,False,0.0,0.0,0.0,0.0,0.0,Bara Vandan,True
2482,2.0,False,3919.0,0.0,,False,1722.0,4.0,937.0,0.0,0.0,Gies Ban,False
2483,0.0,False,3920.0,0.0,13.0,False,0.0,0.0,0.0,4.0,811.0,Penne Douglasen,True
2484,2.0,True,1533.0,1.0,71.0,False,0.0,0.0,0.0,0.0,0.0,Kris Swin,True
2485,2.0,True,1534.0,2.0,28.0,False,0.0,0.0,0.0,0.0,0.0,Rank Curle,False
2486,2.0,False,1534.0,0.0,18.0,False,1874.0,0.0,260.0,0.0,0.0,All Curle,False
2487,0.0,False,3869.0,0.0,23.0,False,29.0,34.0,1.0,2838.0,0.0,Jacki Ingston,False
2488,0.0,False,5695.0,0.0,34.0,False,0.0,382.0,0.0,87.0,236.0,Adamie Ingston,False
2489,0.0,False,5706.0,2.0,20.0,False,4.0,790.0,0.0,15.0,0.0,Glenna Leodger,False
2490,0.0,False,3923.0,0.0,17.0,False,0.0,33.0,0.0,56.0,708.0,Anae Oconley,False
2491,0.0,False,3924.0,1.0,21.0,False,970.0,0.0,213.0,8.0,86.0,Lillia Waltonson,False
2492,1.0,False,1031.0,2.0,33.0,False,0.0,1554.0,3813.0,0.0,1435.0,Rassias Iniouser,True
2493,1.0,False,570.0,0.0,34.0,False,3551.0,1284.0,1865.0,90.0,0.0,Halsham Noxiong,True
2494,1.0,False,1394.0,2.0,51.0,False,0.0,302.0,0.0,1367.0,669.0,Eleon Scerodbox,False
2495,0.0,False,3871.0,2.0,21.0,False,0.0,680.0,0.0,10.0,0.0,Gera Sosanturney,True
2496,0.0,True,5697.0,2.0,,False,0.0,0.0,0.0,0.0,0.0,Paulas Boltond,False
2497,0.0,False,5709.0,2.0,31.0,False,880.0,0.0,0.0,8.0,0.0,Berty Whiters,False
2498,1.0,False,48.0,2.0,36.0,False,2.0,1297.0,0.0,4.0,0.0,Zaninon Parbage,True
